# number of KF, number of MP, UpdateLM[ms], SearchLP[ms], PoseOpt[ms]
93,3722,2.706784,4.986010,11.896120
93,3717,2.737901,4.716168,10.738355
92,3707,2.499943,4.626471,11.475337
92,3711,2.592280,4.405089,11.229004
89,3669,2.394489,4.325881,10.588711
90,3669,2.602131,4.188885,10.765409
90,3722,2.579563,4.274528,11.199796
89,3671,2.825261,4.568037,11.327694
89,3662,2.639319,4.087211,11.408832
88,3660,2.628004,4.251199,11.173533
88,3660,2.707436,4.555371,11.560010
88,3660,2.764735,4.363348,11.203851
88,3660,2.670437,4.498517,11.680953
88,3655,3.139177,4.643772,10.595064
88,3655,2.367295,4.360848,11.828956
88,3655,2.631493,4.238785,11.847402
89,3655,2.641477,3.956560,10.763126
90,3711,2.508588,4.087829,11.239137
89,3668,2.446095,3.908506,10.397437
89,3658,2.374696,4.067795,10.220846
89,3658,2.649566,4.107370,10.201197
89,3658,2.601345,4.317850,10.789641
89,3658,2.659035,4.315587,10.649158
88,3659,2.614196,4.363440,10.910937
83,3608,2.527676,4.298800,10.673017
85,3620,3.024474,4.479491,9.996821
85,3618,2.334582,4.453844,10.446394
83,3604,2.445534,4.472182,10.221486
83,3667,2.431616,4.256256,10.854939
84,3624,2.273713,3.998908,10.305295
82,3612,2.351259,4.634170,10.816679
83,3618,2.577109,4.425483,11.353955
86,3631,2.725709,4.925450,11.550652
84,3623,2.689929,4.414454,11.406601
86,3631,2.634308,4.339325,11.208393
82,3610,2.634673,4.185586,10.486875
82,3612,2.411635,4.334371,11.371650
83,3617,2.571339,4.082918,10.924609
84,3617,2.480387,4.396709,10.618355
82,3681,2.962019,4.117949,11.490904
83,3644,2.943363,4.115318,10.426694
83,3644,2.498388,4.640094,10.153674
83,3644,2.773452,4.430343,10.983571
82,3635,2.846047,4.513353,10.927214
85,3650,2.641559,4.349632,10.691725
85,3654,2.578329,4.483206,10.802945
86,3653,2.291759,4.184282,9.949273
86,3653,2.235678,3.962708,10.070192
83,3633,2.187720,3.681592,9.351345
85,3673,2.139810,3.392295,9.983293
85,3661,2.153639,3.665189,9.494998
85,3723,2.206245,3.993390,9.741013
85,3675,2.309710,3.646581,9.508583
85,3672,2.217297,3.757293,9.674140
84,3658,2.282721,3.926643,10.253926
85,3673,2.377725,3.862091,10.478698
85,3673,2.392694,3.875039,10.525953
84,3671,2.463493,3.907766,10.132492
84,3670,2.557555,4.217324,9.401459
83,3669,2.084716,3.959454,10.319719
81,3644,2.187233,3.886890,10.680820
81,3648,2.237943,3.575948,9.575270
82,3611,2.269858,3.876451,9.846000
81,3657,2.421888,3.723283,10.087862
82,3631,2.109699,3.653679,9.762159
82,3630,2.320030,3.842756,9.781286
81,3647,2.443269,4.638676,10.229412
81,3647,2.480422,4.209205,9.878654
81,3644,2.351420,4.390934,10.229459
81,3644,2.485583,3.959927,9.685771
82,3659,2.385082,4.549087,9.755490
82,3659,2.240082,4.014488,10.081164
81,3644,2.160175,3.573122,9.244407
82,3601,2.421196,3.781749,9.587992
82,3712,2.257305,3.708593,10.218794
82,3664,2.263999,3.669244,9.814355
82,3652,2.309293,3.854622,9.689625
82,3652,2.402656,3.962446,10.292908
82,3652,2.395567,3.864821,10.004074
82,3652,2.381818,3.902061,10.162392
82,3652,2.470719,3.940961,9.848551
82,3649,2.521037,4.350720,9.750381
82,3649,2.183200,3.881582,10.363014
81,3633,2.193611,3.849976,10.618675
82,3594,2.155102,3.671294,9.930767
83,3722,2.353626,3.563304,10.397736
82,3662,2.296568,3.483415,10.155942
83,3672,2.297099,3.490855,10.074024
83,3672,2.416232,3.829974,10.482222
82,3651,2.395888,3.598701,10.396393
83,3658,2.418222,3.814776,10.358052
82,3649,2.348668,3.735121,9.866787
81,3641,2.293998,3.634413,9.385154
81,3641,2.050872,4.270837,9.823051
81,3633,2.098183,3.564845,9.876902
82,3658,2.081846,3.302422,11.370872
81,3703,2.143722,3.545242,10.529016
81,3670,1.967052,3.180286,9.965273
82,3674,2.073912,3.434558,9.923948
82,3674,2.203932,3.614253,9.767122
82,3674,2.169669,3.748819,9.848816
81,3674,2.079191,3.611276,9.881778
82,3674,2.213737,3.610611,10.208626
81,3672,2.505596,4.032477,9.579285
81,3672,2.033734,3.523144,9.446026
82,3694,2.016234,3.133543,8.608279
81,3726,2.012229,3.225403,9.491213
82,3780,2.085922,3.290747,9.470256
84,3739,1.882118,3.103303,8.454800
83,3728,2.043667,3.218396,8.785963
85,3741,2.188682,3.414113,8.866927
87,3747,2.199630,3.433869,8.932943
87,3743,2.184564,3.494700,8.846940
86,3744,2.207682,3.543897,9.246625
83,3715,2.216351,3.909676,8.770393
82,3713,2.015301,3.893148,10.374688
81,3714,2.340242,3.977575,10.810116
81,3705,2.218097,3.678158,10.303564
81,3747,2.299722,3.933686,11.017801
81,3683,2.575913,3.923104,10.487716
81,3673,2.288432,3.913391,10.467282
81,3666,2.587006,3.966447,10.929650
81,3667,2.531315,3.941647,10.180033
81,3667,2.447319,3.817645,9.469458
81,3661,2.330935,3.842590,9.630994
81,3660,2.413934,3.738652,8.604403
85,3657,1.981537,3.771290,9.639680
81,3638,2.230893,3.684423,9.466886
85,3568,2.381054,3.569668,9.674580
81,3628,2.510534,3.706493,11.083214
82,3597,2.552454,3.612203,10.333006
81,3606,2.474933,3.945862,10.926058
82,3592,2.697157,4.462157,11.239491
82,3592,2.732564,4.413954,11.281618
87,3644,2.747037,4.190346,11.126092
87,3644,2.731116,4.048590,10.626716
89,3646,3.062385,4.502624,9.897189
89,3646,2.437269,4.411570,11.184807
87,3641,2.658130,3.891653,11.368033
87,3626,2.795777,4.146392,11.387406
85,3702,2.750054,4.062661,12.022941
85,3621,2.774126,3.937987,10.713276
89,3616,2.688840,3.763279,10.910668
89,3616,2.739815,4.110921,10.399838
87,3605,2.818082,4.253672,11.194900
87,3599,2.785104,4.149862,11.303957
88,3637,2.767661,4.159925,10.817389
90,3643,2.678366,3.949385,11.399163
89,3638,2.723638,4.326674,11.069183
93,3663,2.613735,4.096396,11.461905
92,3651,2.653040,3.866598,10.587103
92,3657,2.665726,4.065297,10.153083
92,3744,2.621425,4.098817,11.736527
91,3681,2.849450,3.960081,11.035505
91,3649,2.828530,4.198207,10.996622
92,3649,2.902998,4.488069,12.272816
90,3649,3.015119,4.602181,12.155751
88,3631,2.922853,4.642766,12.281078
91,3658,3.166093,5.080439,12.266141
89,3658,3.287781,5.180507,11.839217
93,3666,3.004990,4.945467,12.573601
91,3644,3.228620,4.650706,12.503393
90,3644,2.918694,4.295411,11.322348
88,3640,2.910327,4.548071,11.571639
89,3751,3.001804,4.490158,12.622648
90,3639,2.960636,4.230951,11.512212
92,3613,3.000975,4.314418,10.667668
92,3613,2.795724,4.155021,11.428710
92,3613,3.302671,4.513809,11.806424
93,3626,2.993951,4.240886,11.293112
93,3627,2.675937,3.812395,10.189552
94,3627,2.645841,3.911271,10.031403
96,3628,2.538287,3.875814,10.531027
96,3628,2.704640,3.735943,10.198647
95,3626,2.695165,4.279091,10.713081
94,3625,2.589845,4.270084,11.637456
94,3615,2.835195,4.135759,11.238975
93,3614,2.795438,4.144515,11.042294
93,3689,2.979915,4.517389,11.961718
95,3634,2.930788,4.441112,11.263560
95,3619,2.684458,4.649845,10.677445
91,3612,2.786644,4.755184,11.588453
93,3614,3.014724,5.047400,11.707245
91,3613,2.943885,4.906854,11.375973
91,3613,2.869992,4.992630,11.166021
92,3612,2.641946,5.264978,10.541741
90,3607,2.440000,5.212342,11.149099
88,3594,2.431786,4.612420,10.003632
89,3547,4.349725,4.253254,9.474947
89,3712,2.119656,5.124975,11.339918
89,3666,2.215014,4.082746,10.648074
89,3652,2.201329,4.195640,10.835793
86,3648,2.326662,4.436130,10.471471
85,3638,2.365594,4.464131,10.678138
88,3650,2.398119,4.286740,10.714087
89,3647,2.525651,4.621173,10.436872
89,3655,2.447310,4.643090,11.845194
89,3649,2.892941,5.076814,11.202208
90,3656,2.386311,4.911024,11.808056
90,3649,2.640165,4.688248,11.048765
95,3716,2.694603,4.985255,12.301802
94,3656,2.755430,4.532466,12.467436
93,3639,2.899536,4.344280,12.039676
96,3645,3.028615,4.654472,11.727035
96,3645,3.111077,4.639289,11.758074
98,3647,3.110426,4.218043,11.280214
96,3646,2.938221,3.977024,11.448110
95,3643,2.928076,3.837827,9.701885
95,3646,2.544117,3.633800,10.117318
93,3638,4.214094,3.613042,9.267807
93,3634,2.661275,3.293071,7.847875
92,3696,2.287241,3.425773,8.809196
86,3665,2.059358,3.488940,8.054014
83,3651,1.728137,2.805715,7.270148
81,3652,1.621297,2.662050,7.062380
79,3646,1.647160,2.429033,7.016353
81,3582,1.620075,2.191674,5.954317
81,3582,1.572959,2.280126,6.456489
71,3545,1.485837,2.169390,6.552516
72,3550,1.445212,2.381231,6.141189
70,3542,1.446299,2.129506,5.053026
63,3474,1.256257,1.972308,6.316244
65,3482,1.384746,1.855416,5.946280
59,3579,1.284052,2.272726,7.660369
72,3623,1.505874,2.106345,6.736015
66,3518,1.352920,2.216946,6.810505
71,3597,1.550890,2.517251,7.065602
67,3521,1.587536,2.444796,6.691458
69,3556,1.485906,2.650207,7.164900
69,3556,1.634267,3.036509,7.663592
69,3555,1.750399,3.225649,7.051728
67,3527,1.553464,3.275417,8.505898
66,3525,1.641571,3.374937,8.598636
73,3613,1.745982,3.540399,9.494844
72,3598,1.846152,3.608098,9.791233
73,3584,1.721034,3.989373,10.097142
75,3580,2.157615,4.081249,11.219884
79,3654,2.356608,4.572911,11.388726
81,3656,2.493594,4.455201,11.505459
85,3682,2.494047,4.425239,11.951065
85,3695,2.606934,4.165108,11.402700
85,3652,2.657611,4.683103,11.423956
85,3651,2.521748,4.569903,12.116466
87,3669,2.836677,4.410220,11.513479
87,3650,2.865014,4.534647,11.505002
87,3708,3.016061,4.552448,12.629952
84,3624,3.099172,5.130514,11.082201
83,3619,2.807908,4.597215,11.482429
81,3586,2.832617,4.251781,11.815039
81,3575,2.962190,4.114592,11.456340
81,3571,3.003817,4.084332,11.013499
81,3571,2.765657,4.087546,10.921786
83,3586,2.779752,4.375291,11.036056
81,3569,2.614669,3.794073,9.874846
82,3577,2.423219,3.909103,10.906250
82,3577,2.475038,3.745561,9.944581
81,3566,2.932550,3.490461,10.212246
81,3675,2.265315,3.733551,11.087818
81,3634,2.340100,3.580089,10.452112
81,3624,2.375044,3.486764,11.094885
84,3645,2.538219,3.716458,10.005579
84,3645,2.312697,3.550648,9.876800
82,3630,2.200666,3.355109,9.215334
83,3662,2.158255,3.308196,8.614614
82,3662,1.948727,2.982041,8.064357
81,3658,2.108784,3.096750,7.298405
81,3671,1.997259,2.781427,8.014614
81,3641,1.792407,2.541391,7.133258
81,3802,1.971972,2.857893,8.503799
81,3734,1.992656,2.606446,7.498739
81,3682,1.742847,2.436997,7.150940
80,3687,1.703955,2.553764,7.368091
81,3685,1.836410,2.604072,7.457832
81,3685,1.735229,2.672165,7.733687
83,3704,1.835801,2.711081,7.689138
82,3700,1.888358,2.759840,7.821669
88,3716,1.768491,3.475149,7.217616
88,3708,1.847635,3.359343,8.489952
82,3631,1.867327,3.595905,8.827833
84,3636,2.073597,3.563181,8.829644
85,3672,2.027566,3.894339,9.771989
83,3643,2.115467,3.890135,10.313298
87,3620,2.077533,3.801475,9.607301
91,3644,2.410770,4.177147,9.730431
92,3648,2.583908,4.272799,10.207922
90,3663,2.457409,4.126360,10.025369
85,3611,2.461413,4.285391,9.708085
85,3575,2.315792,4.192377,10.055577
82,3583,2.639410,4.082408,9.464390
86,3611,2.239656,4.302717,9.973568
84,3597,2.257021,3.725339,9.390712
87,3595,2.174057,4.324154,9.926052
86,3668,2.244009,4.066085,10.388490
82,3592,2.221880,3.413510,9.453694
83,3589,2.202024,3.394349,9.216776
81,3586,2.387747,3.291706,9.918537
82,3596,2.281184,3.184600,8.887849
79,3557,2.198710,3.126419,8.857858
79,3559,2.271822,3.170191,8.937898
77,3551,1.958240,3.172705,8.108494
78,3562,2.058359,3.259070,9.248008
79,3576,1.971255,3.338367,9.247682
81,3580,2.053700,2.935837,8.798511
82,3693,2.059833,3.190369,10.103643
82,3699,2.262750,3.342441,9.773769
81,3610,2.054684,3.070231,9.759904
81,3610,2.220346,3.646363,10.147934
81,3615,2.285952,3.616011,10.672007
81,3615,2.333244,3.457493,10.544920
81,3610,2.233426,3.544152,10.232280
81,3610,2.302003,3.911332,10.578410
81,3612,2.339497,3.478906,9.898543
82,3627,2.298752,3.776944,10.129723
82,3618,2.211538,3.733656,9.183458
81,3617,2.101699,3.552252,9.451256
82,3619,2.179277,3.323669,9.059089
85,3665,2.112807,3.398859,9.876602
81,3665,2.270918,3.307167,8.878197
84,3624,2.238041,3.402957,9.207643
83,3623,2.083713,3.404625,8.628550
82,3612,2.060947,3.373419,9.006432
84,3624,2.185950,3.276729,8.446802
81,3589,1.945205,2.975688,8.246757
81,3621,1.996590,2.809384,7.779067
81,3613,1.900512,2.660003,6.563731
81,3613,1.911089,2.607681,7.636358
81,3578,1.802210,2.354621,6.819911
82,3572,1.713807,2.247078,6.770472
81,3703,1.993108,2.801611,7.463420
82,3587,2.188961,2.554447,6.810503
81,3568,1.738363,2.371167,6.556218
78,3533,1.789013,2.615562,6.931936
79,3536,1.785830,2.646945,7.148672
81,3546,1.989202,3.087492,7.443619
79,3464,1.881430,3.217621,7.630894
78,3461,1.627350,3.108900,6.773547
76,3514,2.061192,3.150331,7.756774
67,3372,1.581637,3.155879,7.597049
72,3491,1.725320,3.199547,8.070265
70,3444,1.614120,3.170138,8.473950
69,3372,1.888457,3.300402,7.710341
68,3341,1.701308,3.362799,8.957357
67,3339,1.840587,3.551502,9.478138
73,3551,2.065140,3.791468,9.714532
71,3538,2.065678,3.918829,9.861184
74,3566,2.236038,4.680304,9.051008
79,3596,1.994362,4.193847,10.262112
79,3577,2.245495,4.055691,9.833248
82,3498,2.161846,3.827725,10.052694
84,3638,2.331844,4.398805,10.737493
81,3594,2.511006,4.155619,11.007950
81,3594,2.669436,4.330775,11.061011
83,3599,3.007347,5.158967,12.279182
84,3604,2.913544,4.716114,11.655114
87,3611,2.843874,4.493975,11.301407
83,3588,2.764724,4.442432,11.447223
84,3591,2.897363,4.206632,10.752434
86,3592,2.580924,4.308187,11.178177
89,3611,2.689059,3.864068,10.696579
91,3611,2.687836,4.021891,10.867154
88,3657,2.489000,3.885591,11.208028
88,3611,2.489573,3.699347,10.094473
90,3606,2.412889,3.651732,10.186682
90,3605,2.490052,3.630227,9.393927
90,3605,2.521787,3.646787,9.292726
90,3610,2.229019,3.691991,8.963508
91,3611,2.255137,3.383760,8.368930
87,3609,2.107894,3.392394,8.199911
84,3560,1.969740,4.071977,7.175878
83,3558,2.388945,3.190175,7.612152
81,3576,1.792162,2.947184,6.955116
81,3738,1.704786,3.432109,8.399521
81,3646,1.819286,3.136671,7.639236
81,3636,1.700483,2.986777,7.410245
81,3636,1.836552,3.192404,7.705055
81,3632,1.914727,3.597060,8.432210
81,3636,1.906440,3.641042,8.274607
81,3636,1.939745,3.573877,7.604914
81,3635,1.865615,3.553310,8.231303
83,3604,1.868447,4.031424,7.324301
89,3647,2.058546,3.769465,8.933871
90,3631,2.163778,3.541583,9.066612
90,3701,2.301974,3.848388,9.907240
89,3674,2.292601,3.524184,9.563769
87,3615,2.259577,3.506870,9.702242
87,3615,2.481386,3.837732,10.278224
86,3598,2.715291,4.367662,11.267146
81,3598,2.744982,3.999671,11.354126
82,3594,2.954133,4.272952,11.854167
81,3591,2.989741,4.182120,11.110706
81,3588,3.157235,4.317224,10.358828
81,3594,2.529361,4.282992,11.188990
81,3606,2.536676,4.307489,10.937949
81,3609,2.642612,3.896230,10.350002
85,3616,2.595960,3.941333,10.030074
82,3622,2.546089,4.066055,10.923798
82,3560,2.533081,4.177079,10.856622
82,3543,2.352037,4.097929,10.837150
82,3536,2.555863,4.141574,11.974447
82,3558,2.848252,4.446909,11.664933
81,3539,2.730663,4.341906,11.389773
81,3539,2.822734,4.368175,11.190128
82,3546,2.630314,4.175140,10.771604
82,3545,2.848156,4.662775,10.988793
82,3542,2.457272,4.489364,12.030857
83,3547,2.619447,3.969030,10.755185
82,3547,2.626891,4.040795,10.794866
81,3626,2.520925,4.075298,11.524734
81,3553,2.578719,3.797947,11.053878
81,3536,2.358797,4.182477,10.594573
83,3556,2.617584,3.886739,10.796247
81,3548,2.488871,3.698480,10.398368
81,3545,2.407522,3.648662,10.253226
83,3551,2.445093,3.619211,10.022689
83,3551,2.338702,3.427787,9.517406
81,3537,2.387316,3.681872,9.466372
81,3550,2.128034,3.316930,9.862732
81,3550,2.228492,3.255741,9.484284
81,3605,2.111696,3.192957,10.055384
81,3595,2.266572,3.260018,9.768994
82,3562,2.077579,3.190192,9.469497
81,3553,2.184516,3.313526,9.440683
81,3553,2.307295,3.503774,10.000494
81,3553,2.244695,3.326603,10.134055
81,3554,2.310356,3.347188,10.216939
81,3553,2.329211,3.345650,10.157434
81,3551,2.541699,3.555565,9.640179
81,3553,2.146822,3.577583,10.066608
83,3557,1.988823,3.369766,9.334809
81,3638,2.113285,4.087940,11.122256
81,3620,2.162022,4.048638,11.075544
81,3591,2.206091,3.440436,10.999956
81,3591,2.076639,3.593511,11.035689
81,3591,2.236846,3.626015,11.470619
81,3591,2.281323,4.219449,11.066165
81,3591,2.217005,3.361448,10.832596
81,3591,2.135180,3.246349,10.964475
81,3586,2.190163,3.649619,9.834698
82,3592,2.070887,3.762278,11.160067
82,3592,2.125322,3.586919,9.967383
81,3671,2.072023,3.799217,11.656289
82,3668,2.216060,3.339336,11.268628
81,3641,2.012131,3.216353,10.731380
78,3638,1.936021,3.501316,9.760009
81,3639,2.289329,3.796108,10.513553
79,3658,2.151708,3.391853,9.708692
78,3664,1.965114,3.278829,9.829037
74,3651,1.975265,3.402450,9.626922
76,3661,2.048767,3.326548,8.611701
78,3658,2.035325,3.520766,9.621980
79,3647,2.060433,3.435289,9.228255
79,3638,2.280885,3.207725,8.961096
81,3717,2.126990,3.908451,9.446642
81,3654,1.976864,3.533002,8.934269
81,3634,1.917181,3.353881,8.959554
81,3635,1.952409,3.091643,9.172423
81,3635,2.144666,3.163837,8.792197
81,3628,2.042597,3.100798,8.670534
81,3615,2.108065,2.918710,8.665354
81,3626,1.983706,3.346041,8.685245
81,3614,2.242139,3.056757,7.434069
81,3614,2.518377,2.643915,7.914038
81,3604,1.823387,2.619503,7.634899
81,3694,1.832918,2.684704,8.939298
81,3635,1.955066,2.424196,7.331763
81,3619,1.669241,2.296303,7.370510
81,3613,1.864515,2.471913,7.596748
81,3618,1.842373,2.559308,7.362795
83,3619,1.789015,2.560630,7.400469
81,3603,1.918707,2.673727,7.487159
82,3614,1.840018,2.890246,7.077895
84,3618,2.076456,2.917884,7.628011
81,3578,1.813351,2.807989,7.938636
84,3711,2.412285,3.352934,9.365831
81,3582,2.001739,3.105014,8.254088
81,3559,1.954584,3.267403,8.762961
81,3538,2.114029,3.628460,8.574790
81,3565,2.137838,3.508714,8.544980
83,3578,2.039898,3.307027,8.464660
82,3568,2.096095,3.538154,8.726096
85,3609,2.029115,3.606266,7.755204
82,3572,1.881738,2.932333,8.221495
83,3613,1.935437,2.855355,8.024215
84,3779,1.934746,3.113806,9.224723
84,3671,1.971861,2.611517,8.042596
85,3650,1.825176,2.450231,7.476149
82,3639,1.898582,2.778784,8.045826
81,3636,1.912784,2.794311,8.190504
81,3640,1.941741,2.581031,7.850005
79,3624,1.986178,2.522257,7.381963
74,3577,1.789972,2.567201,6.207143
81,3610,4.997061,2.642215,7.114223
76,3594,1.679788,2.549538,7.094328
77,3582,1.768325,2.463394,6.756815
75,3641,1.919690,3.046127,7.295480
80,3613,1.978230,2.939193,6.489196
81,3621,2.005402,2.923903,7.373189
81,3617,1.974672,3.323739,8.180428
82,3625,2.019601,3.447525,8.380165
81,3617,2.204575,3.688120,8.468259
83,3613,1.971193,3.938891,8.894718
87,3629,2.134008,3.484222,8.497137
89,3630,2.057065,3.952574,9.508753
89,3630,2.313624,3.445992,9.471255
90,3655,2.341006,3.572623,10.399349
89,3643,2.743314,3.676632,9.656910
89,3607,2.260592,3.525980,9.485687
89,3607,2.303001,3.638366,10.743898
89,3607,2.744045,3.825125,10.513130
89,3607,2.380706,3.690795,10.395925
89,3607,2.629894,4.003155,10.042590
89,3607,2.435536,3.734147,9.916534
90,3608,2.328883,3.794916,9.611978
91,3612,2.235493,3.542002,9.779522
90,3596,2.398758,3.627733,9.302019
89,3666,2.696486,3.751240,10.608025
87,3621,2.352916,3.606139,9.792298
87,3588,2.111370,3.185861,9.544433
87,3588,2.359122,3.606881,8.839802
84,3570,2.351187,3.771169,9.082493
82,3559,2.080720,3.255468,8.432123
81,3607,2.029533,3.165123,7.611089
81,3600,1.940191,2.913863,7.577844
81,3602,1.854906,2.546722,5.833457
81,3599,4.480647,2.409613,6.485363
81,3583,1.725732,2.332869,5.936351
72,3571,2.020535,2.472397,6.649265
74,3500,1.810526,2.317219,5.522538
79,3533,1.506777,2.003017,5.872567
81,3546,1.832677,2.463462,5.658729
80,3540,1.580492,2.068121,5.774688
78,3515,1.676894,2.199369,5.629316
78,3515,1.556335,2.030928,5.330389
77,3504,1.331632,1.957643,4.338373
81,3475,1.483713,2.066703,5.567988
82,3514,1.789454,2.052030,5.266651
80,3505,1.514783,1.780932,5.182273
82,3609,1.547885,2.414620,6.369571
82,3528,1.581178,2.267918,5.834276
81,3527,1.669976,2.227557,6.091877
81,3527,1.629900,2.395870,6.716756
77,3531,1.544929,2.410055,6.468800
82,3576,1.666639,2.448556,6.810696
81,3576,1.654944,2.484092,7.078434
75,3526,1.635249,2.608492,6.154704
72,3489,1.521713,2.506697,7.373195
77,3526,1.677740,2.468310,7.439546
81,3538,1.816394,2.415453,7.088517
81,3698,1.677754,2.998612,9.571286
81,3598,1.910036,2.685606,7.943561
87,3631,1.790368,2.898387,7.569417
87,3631,1.890130,3.213509,8.920032
87,3633,2.127130,3.600439,9.127177
86,3628,2.239716,3.560404,9.138636
93,3651,2.405339,3.772324,9.556134
95,3648,2.333471,3.768092,8.256275
92,3646,2.235292,3.772537,9.338508
94,3645,2.380406,3.499738,8.592156
95,3634,2.248131,3.534381,8.656119
94,3617,2.346757,3.952893,8.731447
92,3582,2.323957,3.509783,8.320377
91,3576,2.211652,3.799701,8.723802
87,3561,2.294229,4.067838,9.310905
88,3562,2.517301,3.915850,9.595071
87,3561,2.423390,4.003750,10.228433
85,3548,2.570910,3.961860,10.030489
84,3541,2.460078,4.085267,9.771927
83,3548,2.328551,3.957910,10.398988
83,3542,2.438725,3.692907,9.930370
87,3558,2.419746,4.019764,9.833719
81,3611,2.478843,4.131743,10.673912
88,3586,2.583601,3.714657,10.530949
88,3569,2.410597,4.207596,10.850317
89,3569,2.677453,3.913952,10.805346
89,3573,2.812047,4.036148,11.117472
93,3591,2.746778,4.019222,10.538541
92,3590,2.674785,4.129235,10.938332
93,3590,2.811158,3.797550,10.050467
92,3590,2.509366,3.946420,9.593787
93,3590,2.657134,4.006708,10.785712
94,3587,2.697547,3.714721,10.235115
95,3587,2.463823,4.021274,10.392244
93,3674,2.454367,4.123732,11.323756
94,3632,2.515044,3.919650,10.047212
97,3620,2.389211,3.884582,10.529791
95,3619,2.556453,3.965280,10.030059
94,3619,2.495358,4.259704,9.865952
90,3600,2.377759,3.898856,9.671050
87,3584,2.330281,3.803041,9.658879
88,3584,2.260918,3.666386,8.168969
85,3574,2.038591,3.337806,9.276486
85,3574,2.076350,3.240244,9.037177
84,3572,2.100148,2.838824,8.046238
84,3636,2.126455,2.910536,9.184915
82,3559,2.105184,2.777079,8.262929
83,3532,2.143173,2.542375,7.804446
82,3529,1.954943,2.654190,7.923607
82,3504,2.169061,2.786508,8.051488
82,3504,2.130476,2.811089,8.210854
83,3530,2.283729,2.926774,7.968897
81,3548,2.180069,3.136681,8.200253
82,3514,2.183099,2.634961,7.113918
81,3476,1.829769,2.914281,8.115010
81,3539,1.969356,2.798879,8.139617
81,3537,2.069323,2.598932,7.337849
81,3628,1.887010,3.358445,9.410451
82,3541,2.070180,2.634002,8.901218
83,3528,3.052477,2.582516,8.573136
81,3509,1.861324,2.585621,8.323161
83,3528,2.026906,2.716782,8.180160
82,3522,2.031434,2.781230,8.394139
83,3528,2.048935,2.753212,8.285527
81,3497,2.052716,2.924773,7.557009
82,3497,2.625048,2.759967,9.054401
81,3512,1.961965,2.883138,8.337751
86,3707,2.062149,2.903185,9.517827
85,3641,2.157475,2.629495,8.938995
81,3589,2.005373,3.022390,8.613906
81,3582,2.000266,2.766672,8.607573
82,3587,2.171897,2.868242,8.876193
81,3549,2.171250,3.090461,8.787983
81,3582,2.076255,2.899686,8.721653
81,3606,2.112439,2.790166,9.113773
82,3578,2.048401,2.876689,7.820606
81,3612,1.913157,2.794694,8.855045
